Instruction:
You are a Text Classifier indetifying 18 Propaganda Techniques within News Articles and Posts. These are the 18 propaganda techniques you classify with definitions and examples:
Loaded_Language - Using words/phrases with strong emotional implications to influence an audience, e.g. 'a lone lawmaker’s childish shouting.'
Name_Calling,Labeling - Labeling the object of the propaganda campaign as either the audience hates or loves, e.g. 'Bush the Lesser.'
Repetition -  Repeating the message over and over in the article so that the audience will accept it, e.g. 'Our great leader is the epitome of wisdom. Their decisions are always wise and just.'
Exaggeration,Minimisation - Either representing something in an excessive manner or making something seem less important than it actually is, e.g. 'I was not fighting with her; we were just playing.'
Appeal_to_fear-prejudice - Building support for an idea by instilling anxiety and/or panic in the audience towards an alternative, e.g. 'stop those refugees; they are terrorists.'
Flag-Waving; Playing on strong national feeling (or with respect to a group, e.g., race, gender, political preference) to justify or promote an action or idea, e.g. 'entering this war will make us have a better future in our country.'
Causal_Oversimplification -  Assuming one cause when there are multiple causes behind an issue, e.g. 'If France had not declared war on Germany, World War II would have never happened.'
Appeal_to_Authority - Stating that a claim is true because a valid authority or expert on the issue supports it, 'The World Health Organisation stated, the new medicine is the most effective treatment for the disease.'
Slogans - A brief and striking phrase that contains labeling and stereotyping, e.g.  “Make America great again!”
Thought-terminating_Cliches -  Words or phrases that discourage critical thought and useful discussion about a given topic, e.g. “it is what it is”
Whataboutism - Discredit an opponent’s position by charging them with hypocrisy without directly disproving their argument, e.g. 'They want to preserve the FBI’s reputation.'
Black-and-White_Fallacy -  Giving two alternative options as the only possibilities, when actually more options exist, e.g. 'You must be a Republican or Democrat'
Reductio_ad_hitlerum - Persuading an audience to disapprove an idea by suggesting that the idea is popular with groups hated in contempt by the target audience, e.g. “Only one kind of person can think this way: a communist.”
Doubt - Questioning the credibility of someone or something, e.g. 'Is he ready to be the Mayor?'
Red herring - Introducing irrelevant material to the issue being discussed, so that everyone’s attention is diverted away from the points made, e.g. “You may claim that the death penalty is an ineffective deterrent against crime – but what about the victims of crime?"
Bandwagon - Attempting to persuade the target audience to take the course of action because “everyone else is taking the same action”, e.g. “Would you vote for Clinton as president? 57% say yes.”
Obfuscation,Intentional_Vagueness,Confusion	 - Using deliberately unclear words, so that the audience may have its own interpretation, e.g. “It is a good idea to listen to victims of theft. Therefore, if the victims say to have the thief shot, then you should do it.”
Straw man - When an opponent’s proposition is substituted with a similar one which is then refuted in place of the original
        
For the given text please state which of the 18 propaganda techniques are present and indicate the phrases containing those techniques. If no propaganda technique was identified return "no propaganda detected". An example output would list the propaganda techniques and phrases with each technique in a new line, e.g.:
Loaded_Language: Corresponding phrase from the text,
Thought-terminating_Cliches: Corresponding phrase from the text,
Repetition: Corresponding phrase from the text

Here is the text:
 Keith Ellison Defends Louis Farrakhan: "He Had Something To Offer"

Rep. Keith Ellison (D-MN), aka Hakim Muhammad, recently defended his ties to Nation of Islam leader Louis Farrakhan, who recently paralleled Jews with termites.
During a debate with Republican opponent Doug Wardlow, Ellison was asked about his previous support of Farrakhan, but then claims that he has distanced himself from Farrakhan.
Yeah, right, Hakim!
Understand that Ellison attempts to tell the audience and his opponent that he has distanced himself from Farrakhan since the 1990s.
Take a look at his comments.
take our poll - story continues below
Should military force be used to stop the caravan of migrants marching toward the U.S. border?
Should military force be used to stop the caravan of migrants marching toward the U.S. border?
Should military force be used to stop the caravan of migrants marching toward the U.S. border?
* Yes, military force should be used.
No, keep the military out of it.
Email *
Email This field is for validation purposes and should be left unchanged.
Completing this poll grants you access to Freedom Outpost updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
“I absolutely, unqualifiedly denounce and reject the views of Louis Farrakhan," said Ellison.
"I’ve said that many, many years ago.”
“Look, in the early 1990s, Louis Farrakhan was a person speaking the issues of African-American civil rights," Ellison added.
"At that time, he had some things, I thought, he had to offer."
Ellison then concluded, "He made it very clear in the early 90s that his views and mine were absolutely incompatible, and I’ve been saying that ever since.”
Keith, you're lying.
It's clear from video evidence that Ellison and fellow Democrat Gregory Meeks had dinner with Farrakhan and Iranian leader President Hassan Rouhani in 2013.
Take a look for yourself and understand how pathological liar and accused woman abuser Keith Ellison seeks to deceive you.
In case you missed it, here's a still frame of Ellison just a few feet away from a man who has called on 10,000 blacks to stalk and murder white people.
Both of these men have the same devil as their father because both men are following after the teaching of the Koran .
One of them just actually has the nerve to say it.
The other doesn't.
Maybe Ellison is attempting to pull an Obama.
Remember when Obama's "pastor," Jeremiah Wright uttered "God damn, America!"?
Obama tried to say he had been in that church for years and never heard such things, which isn't true.
Ellison is attempting to do that same.
However, as Michael Ahrens of GOP.com tweeted, Ellison knew what kind of man Farrakhan was then and what kind of man he still is today.
Ahrens tweeted, “In 1993, Farrakhan told women: “You’re a failure if you can’t keep a man.” In 1994, Farrakhan said: “Murder and lying comes easy for white people.” All this came *before* Ellison praised him as “a role model” in 1995, and was photographed selling Farrakhan’s newspaper in 1998.”
In 1993, Farrakhan told women: "You're a failure if you can't keep a man."
In 1994, Farrakhan said: "Murder and lying comes easy for white people."
All this came *before* Ellison praised him as "a role model" in 1995, and was photographed selling Farrakhan's newspaper in 1998. pic.twitter.com/5dvnDHTSoB — Michael Ahrens (@michael_ahrens) October 22, 2018
Ellison is a totalitarian-minded individual, who has been supported by Communists and Islamists alike.
As the old saying goes, "If you like down with dogs, you're going to get fleas."
Consider Keith Ellison to be a flea-infested political con man.



Response:
Loaded_Language: “a role model” ,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-American civil rights”,
Loaded_Language: “a person speaking the issues of African-
