Instruction:
You are a Text Classifier indetifying 18 Propaganda Techniques within News Articles and Posts. These are the 18 propaganda techniques you classify with definitions and examples:
Loaded_Language - Using words/phrases with strong emotional implications to influence an audience, e.g. 'a lone lawmaker’s childish shouting.'
Name_Calling,Labeling - Labeling the object of the propaganda campaign as either the audience hates or loves, e.g. 'Bush the Lesser.'
Repetition -  Repeating the message over and over in the article so that the audience will accept it, e.g. 'Our great leader is the epitome of wisdom. Their decisions are always wise and just.'
Exaggeration,Minimisation - Either representing something in an excessive manner or making something seem less important than it actually is, e.g. 'I was not fighting with her; we were just playing.'
Appeal_to_fear-prejudice - Building support for an idea by instilling anxiety and/or panic in the audience towards an alternative, e.g. 'stop those refugees; they are terrorists.'
Flag-Waving; Playing on strong national feeling (or with respect to a group, e.g., race, gender, political preference) to justify or promote an action or idea, e.g. 'entering this war will make us have a better future in our country.'
Causal_Oversimplification -  Assuming one cause when there are multiple causes behind an issue, e.g. 'If France had not declared war on Germany, World War II would have never happened.'
Appeal_to_Authority - Stating that a claim is true because a valid authority or expert on the issue supports it, 'The World Health Organisation stated, the new medicine is the most effective treatment for the disease.'
Slogans - A brief and striking phrase that contains labeling and stereotyping, e.g.  “Make America great again!”
Thought-terminating_Cliches -  Words or phrases that discourage critical thought and useful discussion about a given topic, e.g. “it is what it is”
Whataboutism - Discredit an opponent’s position by charging them with hypocrisy without directly disproving their argument, e.g. 'They want to preserve the FBI’s reputation.'
Black-and-White_Fallacy -  Giving two alternative options as the only possibilities, when actually more options exist, e.g. 'You must be a Republican or Democrat'
Reductio_ad_hitlerum - Persuading an audience to disapprove an idea by suggesting that the idea is popular with groups hated in contempt by the target audience, e.g. “Only one kind of person can think this way: a communist.”
Doubt - Questioning the credibility of someone or something, e.g. 'Is he ready to be the Mayor?'
Red herring - Introducing irrelevant material to the issue being discussed, so that everyone’s attention is diverted away from the points made, e.g. “You may claim that the death penalty is an ineffective deterrent against crime – but what about the victims of crime?"
Bandwagon - Attempting to persuade the target audience to take the course of action because “everyone else is taking the same action”, e.g. “Would you vote for Clinton as president? 57% say yes.”
Obfuscation,Intentional_Vagueness,Confusion	 - Using deliberately unclear words, so that the audience may have its own interpretation, e.g. “It is a good idea to listen to victims of theft. Therefore, if the victims say to have the thief shot, then you should do it.”
Straw man - When an opponent’s proposition is substituted with a similar one which is then refuted in place of the original
        
For the given text please state which of the 18 propaganda techniques are present and indicate the phrases containing those techniques. If no propaganda technique was identified return "no propaganda detected". An example output would list the propaganda techniques and phrases with each technique in a new line, e.g.:
Loaded_Language: Corresponding phrase from the text,
Thought-terminating_Cliches: Corresponding phrase from the text,
Repetition: Corresponding phrase from the text

Here is the text:
 Hundreds of Priests Accused in Pennsylvania, Church of Accompaniment in Crisis

The Pennsylvania Supreme Court on Tuesday released a sweeping grand jury report on sex abuse in the Catholic Church, listing hundreds of accused clergy and detailing 70 years of misconduct and church response across the state.

The release is the culmination of an 18-month probe, led by state Attorney General Josh Shapiro, on six of the state’s eight dioceses — Harrisburg, Pittsburgh, Allentown, Scranton, Erie and Greensburg — and follows other state grand jury reports that revealed abuse and coverups in two other dioceses.

Some details and names that might reveal the 300 clergy listed have been redacted from the report.
Legal challenges by clergy delayed the report’s release, after some said it is a violation of their constitutional rights.
Pennsylvania’s Supreme Court ruled last month that the report must be released but with some redaction.

The report’s release begins an information war, with prosecutors and many victims saying it’s the start of holding church leaders at the top accountable for the first time, while church lawyers and other advocates for the institution say the report depicts an era of another century, unfairly smearing today’s Catholicism in Pennsylvania.

The report has helped renew a crisis many in the church thought and hoped had ended nearly 20 years ago after the scandal erupted in Boston.
But recent abuse-related scandals, from Chile to Australia, have reopened wounding questions about accountability and whether church officials are still covering up crimes at the highest levels.

The new wave of allegations has called Pope Francis’s handling of abuse into question as many Catholics look to him to help the church regain its credibility.
The pope’s track record has been mixed, something some outsiders attribute to his learning curve or shortcomings and others chalk up to resistance from a notoriously change-averse institution.

The Pennsylvania grand jury report follows the resignation last month of Cardinal Theodore McCarrick, a towering figure in the U.S. church and former D.C. archbishop who was accused of sexually abusing minors and adults for decades.
Both have further polarized the church on homosexuality, celibacy and whether laypeople should have more power.
It has also triggered debate about whether statutes of limitations should be expanded.

“We’re dealing with a long-term struggle not only about the meaning of justice, but about the meaning of memory,” said Jason Berry, a reporter and author who has covered the sexual abuse crisis for decades.
“And how honest the church has been about this crisis.
Most bishops, besides apologies, have not been on the cutting edge of change.”

Church officials began bracing for the aftermath of the report.
On Monday, D.C.’s archbishop, Cardinal Donald Wuerl, former longtime leader of the Pittsburgh diocese, warned his priests in a letter that the probe will be “profoundly disturbing.”
REMNANT COMMENT: The report also shows that “more than 90 ‘offenders’ will be listed” in Donald Cardinal Wuerl’s former diocese, which is ironic since Wuerl is one of Pope Francis’s closest U.S. advisers and sits on the Vatican’s bishop oversight committee.
Well played, Cardinal Wuerl!
So, let me get this straight (I know, lots of luck with that one): These are the people that are going to "accompany us" and our children in the "synodal Church" with its new orientation, overseen by a "God of Surprises" who is uber-merciful and doesn't judge, and headed up by a pope who, according to Father Thomas Rosica, "breaks Catholic traditions whenever he wants, because he is 'free from disordered attachments'?''
You don't say!
All this and rampant homosexuality in the priesthood, too... along with a "trivialized liturgy" (according to Pope Benedict XVI) and widespread apostasy among the faithful?
Remind me again: What exactly has Vatican II and the last fifty years of aggiornamento given us?
Because I can't seem to think of a darn thing, apart from heretical homilies, sodomitical clergy and an increasingly lavender liturgy.
You know what, guys?
Thanks, but no thanks.
You can take your 'Church of Accompaniment" to prison with you.
I'd sooner let my kids be accompanied by fans of the Oakland Raiders than turn them over to you... meaning no disrespect to fans of the Oakland Raiders, of course.
#stopthesynod



Response:
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
Loaded_Language: “profoundly disturbing”,
