00860_03716	Loaded_Language	0	8
00860_03716	Exaggeration,Minimisation	45	129
00860_03716	Loaded_Language	183	208
00860_03716	Loaded_Language	247	258
00860_03716	Exaggeration,Minimisation	402	420
00860_03716	Slogans	437	488
00860_03716	Exaggeration,Minimisation	602	655
00860_03716	Black-and-White_Fallacy	994	1048
00860_03716	Obfuscation,Intentional_Vagueness,Confusion	1050	1096
00860_03716	Loaded_Language	676	735
00860_03716	Loaded_Language	790	842
00860_03716	Exaggeration,Minimisation	926	992
00860_03716	Exaggeration,Minimisation	1219	1232
00860_03716	Flag-Waving	9	34
00860_03716	Causal_Oversimplification	687	787
00860_03716	Loaded_Language	857	873
