00855_09333	Loaded_Language	6	26
00855_09333	Exaggeration,Minimisation	27	60
00855_09333	Name_Calling,Labeling	138	164
00855_09333	Exaggeration,Minimisation	462	482
00855_09333	Black-and-White_Fallacy	310	349
00855_09333	Name_Calling,Labeling	639	651
00855_09333	Loaded_Language	596	597
00855_09333	Name_Calling,Labeling	777	800
00855_09333	Loaded_Language	1041	1066
00855_09333	Name_Calling,Labeling	1081	1094
00855_09333	Loaded_Language	350	376
00855_09333	Causal_Oversimplification	444	504
00855_09333	Loaded_Language	900	937
00855_09333	Loaded_Language	1112	1135
00855_09333	Loaded_Language	1139	1171
