00645_06259	Loaded_Language	0	2
00645_06259	Loaded_Language	19	21
00645_06259	Loaded_Language	178	205
00645_06259	Loaded_Language	237	249
00645_06259	Repetition	495	507
00645_06259	Loaded_Language	548	562
00645_06259	Exaggeration,Minimisation	667	679
00645_06259	Loaded_Language	791	805
00645_06259	Loaded_Language	876	889
00645_06259	Loaded_Language	900	914
00645_06259	Exaggeration,Minimisation	1022	1034
00645_06259	Exaggeration,Minimisation	1071	1104
00645_06259	Name_Calling,Labeling	1215	1225
00645_06259	Causal_Oversimplification	1140	1280
00645_06259	Slogans	1745	1757
00645_06259	Loaded_Language	164	174
00645_06259	Appeal_to_Authority	405	424
00645_06259	Loaded_Language	1319	1332
00645_06259	Loaded_Language	1485	1502
00645_06259	Loaded_Language	1583	1610
