08695_00864	Exaggeration,Minimisation	13	19
08695_00864	Loaded_Language	151	229
08695_00864	Appeal_to_fear-prejudice	435	534
08695_00864	Appeal_to_fear-prejudice	697	742
08695_00864	Name_Calling,Labeling	1317	1326
08695_00864	Loaded_Language	1403	1434
08695_00864	Exaggeration,Minimisation	1530	1539
08695_00864	Exaggeration,Minimisation	1480	1540
08695_00864	Exaggeration,Minimisation	1608	1634
08695_00864	Exaggeration,Minimisation	1732	1741
08695_00864	Exaggeration,Minimisation	1690	1766
08695_00864	Appeal_to_fear-prejudice	1770	1858
08695_00864	Exaggeration,Minimisation	1770	1798
08695_00864	Loaded_Language	1801	1814
08695_00864	Appeal_to_fear-prejudice	1975	2016
08695_00864	Appeal_to_fear-prejudice	2018	2098
08695_00864	Exaggeration,Minimisation	2179	2184
08695_00864	Loaded_Language	2228	2265
