00507_07461	Appeal_to_Authority	0	73
00507_07461	Name_Calling,Labeling	109	132
00507_07461	Doubt	537	549
00507_07461	Doubt	716	724
00507_07461	Doubt	907	919
00507_07461	Doubt	1038	1048
00507_07461	Name_Calling,Labeling	1502	1526
00507_07461	Appeal_to_fear-prejudice	1527	1546
00507_07461	Loaded_Language	1663	1679
00507_07461	Slogans	1836	1856
00507_07461	Name_Calling,Labeling	2132	2160
00507_07461	Name_Calling,Labeling	2162	2182
00507_07461	Name_Calling,Labeling	2052	2065
00507_07461	Name_Calling,Labeling	1635	1658
