08774_06759	Exaggeration,Minimisation	45	65
08774_06759	Appeal_to_fear-prejudice	67	94
08774_06759	Appeal_to_Authority	99	130
08774_06759	Black-and-White_Fallacy	161	231
08774_06759	Loaded_Language	233	288
08774_06759	Appeal_to_fear-prejudice	291	320
08774_06759	Black-and-White_Fallacy	322	336
08774_06759	Causal_Oversimplification	338	363
08774_06759	Loaded_Language	365	397
08774_06759	Exaggeration,Minimisation	448	513
08774_06759	Loaded_Language	516	555
08774_06759	Causal_Oversimplification	558	612
08774_06759	Flag-Waving	649	678
08774_06759	Loaded_Language	623	647
08774_06759	Black-and-White_Fallacy	680	739
08774_06759	Loaded_Language	741	792
08774_06759	Name_Calling,Labeling	1015	1042
08774_06759	Appeal_to_Authority	972	999
08774_06759	Appeal_to_fear-prejudice	1043	1097
08774_06759	Thought-terminating_Cliches	1099	1110
08774_06759	Appeal_to_fear-prejudice	1099	1110
