00211_06368	Exaggeration,Minimisation	11	41
00211_06368	Flag-Waving	147	177
00211_06368	Exaggeration,Minimisation	359	373
00211_06368	Loaded_Language	406	422
00211_06368	Name_Calling,Labeling	504	521
00211_06368	Exaggeration,Minimisation	622	646
00211_06368	Loaded_Language	675	681
00211_06368	Slogans	751	762
00211_06368	Straw_Men	1883	1901
00211_06368	Doubt	880	895
00211_06368	Exaggeration,Minimisation	1166	1196
00211_06368	Slogans	1197	1236
00211_06368	Flag-Waving	1237	1254
00211_06368	Causal_Oversimplification	1368	1389
