01033_01061	Exaggeration,Minimisation	15	35
01033_01061	Obfuscation,Intentional_Vagueness,Confusion	114	146
01033_01061	Appeal_to_Authority	148	179
01033_01061	Causal_Oversimplification	192	257
01033_01061	Loaded_Language	259	321
01033_01061	Exaggeration,Minimisation	506	541
01033_01061	Reductio_ad_hitlerum	2727	2796
01033_01061	Name_Calling,Labeling	2635	2670
01033_01061	Exaggeration,Minimisation	2846	2943
01033_01061	Loaded_Language	2816	2843
01033_01061	Causal_Oversimplification	3013	3054
01033_01061	Causal_Oversimplification	2946	3011
01033_01061	Causal_Oversimplification	3057	3116
01033_01061	Appeal_to_fear-prejudice	3286	3346
01033_01061	Causal_Oversimplification	3416	3491
01033_01061	Causal_Oversimplification	3493	3550
01033_01061	Flag-Waving	3891	3919
01033_01061	Exaggeration,Minimisation	4037	4050
01033_01061	Exaggeration,Minimisation	4053	4066
01033_01061	Exaggeration,Minimisation	3922	3975
