01070_09076	Slogans	307	317
01070_09076	Black-and-White_Fallacy	319	379
01070_09076	Loaded_Language	408	466
01070_09076	Exaggeration,Minimisation	601	624
01070_09076	Slogans	1111	1119
01070_09076	Name_Calling,Labeling	1496	1513
01070_09076	Loaded_Language	1772	1804
01070_09076	Name_Calling,Labeling	2333	2350
01070_09076	Exaggeration,Minimisation	2538	2586
01070_09076	Name_Calling,Labeling	2816	2840
01070_09076	Loaded_Language	3011	3045
01070_09076	Thought-terminating_Cliches	3377	3410
01070_09076	Thought-terminating_Cliches	3428	3457
01070_09076	Exaggeration,Minimisation	3689	3728
01070_09076	Exaggeration,Minimisation	964	1016
01070_09076	Loaded_Language	520	600
01070_09076	Repetition	688	717
01070_09076	Thought-terminating_Cliches	1031	1076
01070_09076	Repetition	1205	1210
01070_09076	Repetition	1236	1264
01070_09076	Repetition	1266	1372
01070_09076	Repetition	1483	1494
01070_09076	Doubt	2590	2618
01070_09076	Repetition	2678	2714
01070_09076	Loaded_Language	3730	3752
01070_09076	Bandwagon	719	730
01070_09076	Loaded_Language	733	750
01070_09076	Loaded_Language	3153	3173
